Name,Cuisine,Ranking,Rating,Price,ReviewCount,Reviews,URL_TA
Dolores,"['Mexican', 'Southwestern', 'Fast Food', 'Central American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",82.0,4.0,Low,876.0,"[['Cool place with low prices', 'Tasty and simple Mexican'], ['01/02/2018', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d695629-Reviews-Dolores-Berlin.html
Thai Inside,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",83.0,4.5,Medium,726.0,"[['Nice but Quick!', 'No frills Thai food'], ['01/06/2018', '12/16/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1009310-Reviews-Thai_Inside-Berlin.html
Belmondo Restaurant,"['French', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",84.0,4.5,High,355.0,"[['Wow, superb food!', 'Great food, nice atmosphere, excellent ser...'], ['12/19/2017', '11/21/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1526030-Reviews-Belmondo_Restaurant-Berlin.html
Steel Vintage Bikes Cafe,"['International', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",85.0,4.5,Low,92.0,"[['Great lunch place!', 'Loved this place and the bikes were a bonu...'], ['01/04/2018', '12/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d11977705-Reviews-Steel_Vintage_Bikes_Cafe-Berlin.html
Umami,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",86.0,4.5,Low,159.0,"[['Delicious food and cozy atmosphere', 'Delicious food, good value'], ['12/29/2017', '12/18/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10791492-Reviews-Umami-Berlin.html
Bellucci Ristorante,"['Pizza', 'Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",87.0,4.5,Medium,271.0,"[['Nice', 'First date and beyond'], ['12/23/2017', '12/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2014748-Reviews-Bellucci_Ristorante-Berlin.html
Pizzeria Ristorante Papa Pane di Sorrento,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",88.0,4.0,Medium,640.0,"[['Book for a good table', 'Great atmosphere'], ['01/09/2018', '12/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d754673-Reviews-Pizzeria_Ristorante_Papa_Pane_di_Sorrento-Berlin.html
Oxymoron,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",89.0,4.0,Medium,504.0,"[['Interesting interior', 'Excellent lunch though on the high end'], ['01/03/2018', '11/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718254-Reviews-Oxymoron-Berlin.html
Skykitchen,"['European', 'Central European', 'Delicatessen', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",90.0,4.5,High,221.0,"[[""An Amazing Meal - OK, It's Not Cheap!"", 'Great Food'], ['12/21/2017', '09/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4261461-Reviews-Skykitchen-Berlin.html
Oyster Bar KaDeWe,"['Seafood', 'European', 'Gluten Free Options']",91.0,4.5,Medium,291.0,"[['Excellent selection of super fresh Oysters', 'Top lunch'], ['01/04/2018', '12/08/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2391125-Reviews-Oyster_Bar_KaDeWe-Berlin.html
Block House Friedrichstrasse,"['American', 'Steakhouse', 'German', 'Barbecue', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",92.0,4.0,Medium,1388.0,"[['Really good steak - affordable price', 'Good food'], ['01/09/2018', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2395287-Reviews-Block_House_Friedrichstrasse-Berlin.html
Zur Haxe,"['German', 'European', 'Central European']",93.0,4.5,Medium,217.0,"[['Booked solid on a Sunday afternoon', 'Not sophisticated but honest great food! G...'], ['12/13/2017', '12/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1344170-Reviews-Zur_Haxe-Berlin.html
Prater Garten,"['German', 'Contemporary', 'Vegetarian Friendly']",94.0,4.0,Low,786.0,"[['Enjoy a summer afternoon under the trees i...', 'Not cheap but reliable'], ['11/28/2017', '11/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8273784-Reviews-Prater_Garten-Berlin.html
Bocca di Bacco,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",95.0,4.0,High,1404.0,"[['Great Place for dinner', 'Very Good Ambience but a bit pricey'], ['11/22/2017', '11/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d695522-Reviews-Bocca_di_Bacco-Berlin.html
Seaside - Fish & Seafood Bar,"['Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",96.0,4.0,Medium,256.0,"[['Nice Food But Check Pricing!', 'Crackin food if a little expensive'], ['01/07/2018', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10559314-Reviews-Seaside_Fish_Seafood_Bar-Berlin.html
Midtown Grill Berlin,"['American', 'Steakhouse', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",97.0,4.0,High,762.0,"[['Simply Delicious', 'Lovely meal'], ['12/29/2017', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1059046-Reviews-Midtown_Grill_Berlin-Berlin.html
Lorenz Adlon Esszimmer,"['European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",98.0,4.5,High,306.0,"[['Extraordinary service and food for gods', 'Eccentric yet delicious courses, classy am...'], ['12/18/2017', '12/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d715474-Reviews-Lorenz_Adlon_Esszimmer-Berlin.html
Staendige Vertretung,"['German', 'Bar', 'European', 'Central European', 'Vegetarian Friendly']",99.0,4.0,Medium,1101.0,"[['Allways a pleasure to spend some time at S...', 'Sit outside'], ['10/05/2017', '09/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1020398-Reviews-Staendige_Vertretung-Berlin.html
Dudu 31,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",100.0,4.5,Medium,301.0,"[['Avoid the crowd...', 'Excellent quality food in a stylish interi...'], ['01/02/2018', '12/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7972345-Reviews-Dudu_31-Berlin.html
Lokal,"['Contemporary', 'Fusion', 'Healthy', 'German', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",101.0,4.5,Medium,585.0,"[['Lovely warm ambience and food', 'Veal and monkfish'], ['12/22/2017', '12/20/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2721174-Reviews-Lokal-Berlin.html
Entrecote,"['French', 'European', 'Central European', 'Vegetarian Friendly']",102.0,4.0,High,868.0,"[['Good French restaurant', 'Best meal in Berlin'], ['11/02/2017', '10/31/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d695649-Reviews-Entrecote-Berlin.html
Stadtklause,"['German', 'Bar', 'European', 'Pub', 'Central European']",103.0,4.0,Low,571.0,"[['Simple, Fun and Warm', 'Hole in a wall with great food and beer'], ['01/04/2018', '12/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1216504-Reviews-Stadtklause-Berlin.html
Hummus & Friends,"['Mediterranean', 'Middle Eastern', 'Israeli', 'Vegetarian Friendly', 'Vegan Options', 'Kosher', 'Gluten Free Options']",104.0,4.5,Medium,447.0,"[['Humus break the walls', 'Very good hummus but a little expensive'], ['01/07/2018', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8493855-Reviews-Hummus_Friends-Berlin.html
Monkey Bar,"['Bar', 'Vegetarian Friendly']",105.0,4.0,Medium,1249.0,"[['Good atmosphere, great views.', 'Sexy drinks, funky crowd, good vibes music'], ['12/29/2017', '12/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7242072-Reviews-Monkey_Bar-Berlin.html
Meisterstueck,"['German', 'Bar', 'Barbecue', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",106.0,4.0,Medium,771.0,"[['Great food', 'Beer and sausages'], ['12/26/2017', '11/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2692585-Reviews-Meisterstueck-Berlin.html
The Bird,"['American', 'Bar', 'Vegetarian Friendly']",107.0,4.5,Medium,1853.0,"[['Awesome !', 'Best Burgers in Berlin'], ['12/30/2017', '12/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d806436-Reviews-The_Bird-Berlin.html
Naveena Path,"['Indian', 'Asian', 'Sri Lankan', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",108.0,5.0,Low,423.0,"[['Mindblowing!', 'Authentic Indian food'], ['01/08/2018', '01/08/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1963405-Reviews-Naveena_Path-Berlin.html
YOSOY Tapas Bar,"['Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",109.0,4.0,Medium,1018.0,"[['Lovely little place', 'Quick jump to Spain'], ['01/02/2018', '12/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1438915-Reviews-YOSOY_Tapas_Bar-Berlin.html
Max und Moritz,"['German', 'European', 'Central European', 'Vegetarian Friendly']",110.0,4.0,Medium,1126.0,"[['Nice restaurant', 'A Berlin- style dinner'], ['01/07/2018', '12/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1017517-Reviews-Max_und_Moritz-Berlin.html
Kaefer Dachgarten Restaurant,"['International', 'Contemporary', 'Healthy', 'German', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",111.0,4.0,High,1117.0,"[['Perfect for a special meal', 'Make a reservation in advance'], ['01/05/2018', '12/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1382084-Reviews-Kaefer_Dachgarten_Restaurant-Berlin.html
Umami,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",112.0,4.0,Medium,592.0,"[[""Nice food but packed when it's busy"", 'Booked early evening - fabulous meal'], ['12/31/2017', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6796040-Reviews-Umami-Berlin.html
Sophieneck,"['German', 'European', 'Central European', 'Vegetarian Friendly']",113.0,4.0,Medium,671.0,"[['Cozy inside on a winters day', 'Great place to enjoy the typical German Fo...'], ['12/18/2017', '11/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1028373-Reviews-Sophieneck-Berlin.html
Zur Gerichtslaube,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",114.0,4.0,Medium,1112.0,"[['Very nice', 'Very exotic interior with nice German food'], ['12/27/2017', '12/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1344168-Reviews-Zur_Gerichtslaube-Berlin.html
Trattoria Piazza Rossa,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",115.0,4.0,Medium,533.0,"[['Italy or Russia ?', 'Nice Pizza'], ['11/19/2017', '11/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1422345-Reviews-Trattoria_Piazza_Rossa-Berlin.html
Aigner Gendarmenmarkt,"['German', 'Austrian', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",116.0,4.0,Medium,1013.0,"[['Superb food, wine and location', 'Good food and atmosphere, staff generally...'], ['12/29/2017', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d947550-Reviews-Aigner_Gendarmenmarkt-Berlin.html
Pantry,"['Contemporary', 'Fusion', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",117.0,4.5,Medium,567.0,"[['Really good steak', 'Amazing food, great atmosphere and nice se...'], ['01/09/2018', '12/31/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3975030-Reviews-Pantry-Berlin.html
Peter Pane,"['American', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",118.0,4.0,Medium,270.0,"[['Very nice', 'Really good! True burgers!'], ['12/27/2017', '11/18/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10478672-Reviews-Peter_Pane-Berlin.html
Mogg & Melzer Delicatessen,"['American', 'Soups', 'Vegetarian Friendly']",119.0,4.5,Medium,262.0,"[['Food for the ‘hangry’ soul!!', 'Hard to find, easy to be stunned!'], ['12/28/2017', '12/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3482962-Reviews-Mogg_Melzer_Delicatessen-Berlin.html
Tony Roma's,"['American', 'Barbecue']",120.0,4.0,Medium,721.0,"[['Ribs that fall of the bone', 'Good ribs'], ['01/09/2018', '12/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1515935-Reviews-Tony_Roma_s-Berlin.html
Zum Schusterjungen,"['German', 'European', 'Central European', 'Vegetarian Friendly']",121.0,4.0,Low,346.0,"[['Berliner corner place', 'Real Berlin'], ['12/12/2017', '11/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1340350-Reviews-Zum_Schusterjungen-Berlin.html
Amrit,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",122.0,4.0,Medium,886.0,"[['This used to be my favourite', 'Very Good!'], ['12/26/2017', '12/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d784592-Reviews-Amrit-Berlin.html
Franke Brasserie Bar & Lounge,"['European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",123.0,4.5,Medium,289.0,"[['Excellent', 'Incredible!'], ['11/28/2017', '11/03/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1949017-Reviews-Franke_Brasserie_Bar_Lounge-Berlin.html
Neni,"['Mediterranean', 'Middle Eastern', 'Israeli', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",124.0,4.0,Medium,1217.0,"[['On the roof of Berlin, with delicious Isra...', 'Great food and ambient for smart prices an...'], ['01/09/2018', '01/09/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6219662-Reviews-Neni-Berlin.html
Restaurant Zur Nolle,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",125.0,4.0,Medium,753.0,"[['Nice atmosphere', 'Ok'], ['01/01/2018', '12/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1360111-Reviews-Restaurant_Zur_Nolle-Berlin.html
Vedis Indian Restaurant,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",126.0,4.5,Medium,440.0,"[['Head here ASAP!', 'had a fantastic dinner'], ['10/31/2017', '10/16/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8596850-Reviews-Vedis_Indian_Restaurant-Berlin.html
Lieu in Berlin,"['Asian', 'Vietnamese', 'Gastropub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",127.0,4.5,Medium,369.0,"[['Really nice', 'Delicious vietnamese'], ['01/08/2018', '12/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1343353-Reviews-Lieu_in_Berlin-Berlin.html
The Sushi Club,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",128.0,4.5,Medium,294.0,"[['Great modern sushi bar', 'Loved it'], ['01/02/2018', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8855706-Reviews-The_Sushi_Club-Berlin.html
Salami Social Club,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options']",129.0,5.0,Low,72.0,"[['Home of every hipster', 'Still the best pizza in town!'], ['12/04/2017', '12/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10716782-Reviews-Salami_Social_Club-Berlin.html
Ristorante la Sardegna,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",130.0,4.0,Medium,346.0,"[['Excellent range and good service', 'Great pasta'], ['01/04/2018', '12/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6681946-Reviews-Ristorante_la_Sardegna-Berlin.html
Rembrandt Burger,"['American', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options']",131.0,4.5,Low,145.0,"[['Great burger', 'Nice dinner, great food'], ['12/31/2017', '10/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7112685-Reviews-Rembrandt_Burger-Berlin.html
Schwarzwaldstuben,"['German', 'European', 'Central European', 'Vegetarian Friendly']",132.0,4.0,Medium,681.0,"[['good friendly german restaurant', 'Wonderful German Food'], ['11/15/2017', '09/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1027068-Reviews-Schwarzwaldstuben-Berlin.html
Sagrantino,"['Italian', 'Mediterranean', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",133.0,4.0,Medium,581.0,"[['4 very good is the right grade', 'Nice relaxed italian'], ['12/15/2017', '11/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1418098-Reviews-Sagrantino-Berlin.html
Imbiss 204,"['German', 'European', 'Central European']",134.0,4.5,Low,188.0,"[['Schnitzelfest', 'Unbelievably good!'], ['11/29/2017', '10/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3491703-Reviews-Imbiss_204-Berlin.html
New Day Vietnam Heritage Food,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",135.0,4.5,Low,136.0,"[['Simply amazing', 'Great Vietnamese food!!!'], ['12/11/2017', '11/09/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4107024-Reviews-New_Day_Vietnam_Heritage_Food-Berlin.html
Las Malvinas - Steakhaus Restaurant Berlin,"['Steakhouse', 'Argentinean', 'South American', 'Vegetarian Friendly']",136.0,4.0,Medium,488.0,"[['NY in Berlin', 'Close to Leonardo Hotel'], ['01/07/2018', '12/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2330249-Reviews-Las_Malvinas_Steakhaus_Restaurant_Berlin-Berlin.html
Goldhorn Beefclub,"['Grill', 'Steakhouse', 'Barbecue', 'European']",137.0,4.5,High,308.0,"[['One of the very best', 'Shame about the Wagyu fillet'], ['12/29/2017', '12/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7596755-Reviews-Goldhorn_Beefclub-Berlin.html
Hofbrau Munchen Berlin,"['German', 'Bar', 'European', 'Central European']",138.0,4.0,Medium,4452.0,"[['Amazing Atmosphere', 'Munich atmosphere in Berlin'], ['01/07/2018', '01/03/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3208107-Reviews-Hofbrau_Munchen_Berlin-Berlin.html
Block House Am Adenauerplatz,"['American', 'Steakhouse', 'Barbecue', 'European', 'Gluten Free Options']",139.0,4.0,Medium,295.0,"[['Steak!!', 'very decent burger'], ['12/30/2017', '10/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2025894-Reviews-Block_House_Am_Adenauerplatz-Berlin.html
Otito,"['Sushi', 'Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",140.0,4.0,Medium,356.0,"[['No frills great food very friendly', 'Lovely lunch'], ['12/25/2017', '12/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1943500-Reviews-Otito-Berlin.html
Restaurant Acht & Dreissig,"['Diner', 'Healthy', 'German', 'Vegetarian Friendly']",141.0,4.5,Medium,95.0,"[['Amazing meal for two', 'Foodie love in Berlin'], ['01/02/2018', '12/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10205480-Reviews-Restaurant_Acht_Dreissig-Berlin.html
Lon Men's,"['Chinese', 'Asian', 'Taiwanese', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",142.0,4.5,Low,256.0,"[['Best Noodle house in Berlin-West.', 'Good hot noodles - veggie very cheap!'], ['12/22/2017', '12/09/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d715472-Reviews-Lon_Men_s-Berlin.html
